,id,name,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365
34904,27677746,Private floor / bedroom/ bathroom + TERRACE!,3598079,Manhattan,Midtown,40.754529999999995,-73.96840999999999,Private room,120,1,12,0
34964,27722209,New York Hotel,209291543,Manhattan,Midtown,40.75355,-73.97352,Private room,400,7,3,184
35006,27752788,Bright and Spacious Apt in the Heart of Manhattan,22072708,Manhattan,Midtown,40.74264,-73.98361,Entire home/apt,199,3,14,3
35009,27754773,Spacious Room in the heart of Manhattan,209549523,Manhattan,Midtown,40.74863,-73.98291,Private room,150,1,59,0
35013,27758562,LARGE Private Room next to the Empire State,209549523,Manhattan,Midtown,40.74906,-73.98454,Private room,135,1,70,0
35014,27759146,Cozy corner near Empire State Building,209549523,Manhattan,Midtown,40.74858,-73.98340999999999,Shared room,62,1,112,0
35015,27759455,Luxurious Apartment!! Located on 5th Avenue!,30775274,Manhattan,Midtown,40.746159999999996,-73.98640999999999,Entire home/apt,800,1,1,270
35026,27775893,Midtown Studio,209719391,Manhattan,Midtown,40.74752,-73.98679,Entire home/apt,140,3,28,333
35030,27779997,"Private Room Midtown Park Avenue, Steal!",209758777,Manhattan,Midtown,40.74631,-73.98501999999999,Private room,145,1,53,5
35039,27783928,Sonder | Madison Ave | Airy 1BR + Gym,12243051,Manhattan,Midtown,40.7469,-73.98438,Entire home/apt,239,29,0,305
35044,27784595,Sonder | Madison Ave | Relaxed 1BR + Gym,12243051,Manhattan,Midtown,40.746809999999996,-73.98488,Entire home/apt,239,29,0,327
35045,27785049,Sonder | Madison Ave | Restful 1BR + Gym,12243051,Manhattan,Midtown,40.74576,-73.98339,Entire home/apt,239,29,0,326
35063,27803315,Sonder | Madison Ave | Modern 1BR + Gym,12243051,Manhattan,Midtown,40.74705,-73.98268,Entire home/apt,239,29,0,328
35066,27803759,Sonder | Madison Ave | Lively 1BR + Gym,12243051,Manhattan,Midtown,40.74658,-73.98298,Entire home/apt,279,29,0,325
35069,27805071,Lovely 1BR in Sutton Place by Sonder,12243051,Manhattan,Midtown,40.75452,-73.96256,Entire home/apt,239,29,0,206
35076,27809255,Luxurious 2 Bedroom Midtown East,61391963,Manhattan,Midtown,40.75734,-73.96727,Entire home/apt,150,30,1,311
35092,27831194,Bright 1BR in Sutton Place by Sonder,12243051,Manhattan,Midtown,40.754979999999996,-73.96426,Entire home/apt,212,29,0,203
35094,27831715,Modern 1BR in Sutton Place by Sonder,12243051,Manhattan,Midtown,40.75497,-73.96289,Entire home/apt,204,29,0,243
35115,27849339,~Flatiron 2 Bedroom~Amazing Location~Sleeps 6~,209556739,Manhattan,Midtown,40.74478,-73.98442,Entire home/apt,349,4,32,255
35129,27857163,"Studio near times grand central, Times Square, UN",19664260,Manhattan,Midtown,40.752159999999996,-73.97171999999999,Entire home/apt,300,1,2,0
35135,27869100,Spacious Room in Midtown East Apartment,7324189,Manhattan,Midtown,40.76043,-73.97075,Private room,150,3,3,127
35152,27876980,"Private, big, clean cozy room, in TIMES SQUARE",121657084,Manhattan,Midtown,40.7571,-73.98014,Private room,95,3,28,0
35168,27901436,Cozy apartment in midtown east,61009334,Manhattan,Midtown,40.75142,-73.97049,Entire home/apt,210,2,7,0
35170,27903031,Prewar Gem in Middle of Everything!,7580102,Manhattan,Midtown,40.76399,-73.98076999999999,Private room,139,3,3,0
35310,28010779,Luxury apartment close to Empire State Building,46842591,Manhattan,Midtown,40.744040000000005,-73.98263,Entire home/apt,250,5,5,179
35387,28073668,Cozy Studio Near ESB,211549023,Manhattan,Midtown,40.747690000000006,-73.9885,Entire home/apt,200,2,13,358
35390,28075473,Sophisticated 1BR in Sutton Place by Sonder,12243051,Manhattan,Midtown,40.75522,-73.96444,Entire home/apt,239,29,0,189
35394,28078309,*BEST DEAL*FURNISHED RM NEAR EMPIRE STATE BLDG*,200730049,Manhattan,Midtown,40.74517,-73.98924,Private room,65,30,0,363
35424,28104307,Sonder | Madison Ave | Cozy 1BR + Gym,12243051,Manhattan,Midtown,40.7468,-73.98329,Entire home/apt,239,29,0,333
35525,28200288,1 Bedroom Apartment Near ESB,211549023,Manhattan,Midtown,40.74747,-73.98668,Entire home/apt,260,2,7,276
35681,28324221,740 sqf large luxury apt w doorman midtown east,875830,Manhattan,Midtown,40.75278,-73.97107,Entire home/apt,169,30,5,280
35710,28344161,One Bedroom in Midtown East,15736460,Manhattan,Midtown,40.76054,-73.96425,Private room,75,5,0,72
35779,28391441,"Midtown 2Bed  1.5Bath Luxury Full Kitchen, Balcony",214347105,Manhattan,Midtown,40.75224,-73.96526,Entire home/apt,449,3,23,326
35831,28438216,2BED Close UN Location full Kitchen Free Breakfast,214347105,Manhattan,Midtown,40.75282,-73.96688,Entire home/apt,389,3,8,339
35870,28483408,DOORMAN/ GYM/ MODERN 2 BR ON EAST 52ND ST,200380610,Manhattan,Midtown,40.7551,-73.96507,Entire home/apt,385,30,0,364
35882,28492753,New York City 4 Room Suite at The Manhattan Club,215073823,Manhattan,Midtown,40.76534,-73.98096,Private room,425,1,4,0
35902,28513853,Spacious Studio - 5 Mins from Times Square.,37412692,Manhattan,Midtown,40.765390000000004,-73.98329,Entire home/apt,169,30,0,362
35926,28539464,"#2BED Luxury Midtown Full Kitchen, Comp Breakfast",214347105,Manhattan,Midtown,40.75306,-73.96661999999999,Entire home/apt,399,3,13,229
35991,28603871,Sonder | Madison Ave | Sophisticated Studio + Gym,12243051,Manhattan,Midtown,40.74716,-73.98454,Entire home/apt,225,29,1,332
35992,28604409,Sonder | Madison Ave | Convenient Studio + Gym,12243051,Manhattan,Midtown,40.74653,-73.98481,Entire home/apt,209,29,0,250
36001,28607874,Sonder | Madison Ave | Spacious Studio + Gym,12243051,Manhattan,Midtown,40.74584,-73.98474,Entire home/apt,237,29,0,365
36003,28608084,Sonder | Madison Ave | Simple Studio + Gym,12243051,Manhattan,Midtown,40.74712,-73.98461,Entire home/apt,254,29,0,291
36049,28642786,Excellent Loc best value Midtown studio/nearMacy’s,9698896,Manhattan,Midtown,40.74971,-73.98682,Entire home/apt,108,2,6,0
36085,28671481,Best Location x Sparkling Clean x Private Studio,26769462,Manhattan,Midtown,40.748940000000005,-73.98673000000001,Entire home/apt,170,5,28,0
36121,28713500,San Carlos Hotel  Deluxe Room- up to 3,173685298,Manhattan,Midtown,40.75499,-73.97121,Private room,330,1,4,176
36162,28743080,"Clean, Cozy & Charming Shared Room in Manhattan",69494967,Manhattan,Midtown,40.757290000000005,-73.96807,Shared room,75,1,18,52
36187,28773549,Elegant 2bdrm home in Midtown!,97417890,Manhattan,Midtown,40.74223,-73.98286,Entire home/apt,299,1,32,264
36197,28779428,3Bedroom+1.5bath Loft apartment,211549023,Manhattan,Midtown,40.74823,-73.98697,Entire home/apt,500,2,14,272
36206,28785361,Large 2BED UN Location Full Kitchen Free Breakfast,214347105,Manhattan,Midtown,40.752829999999996,-73.96736,Entire home/apt,370,3,9,316
36280,28864263,Large 2BED Midtown Full Kitchen and Free Breakfast,214347105,Manhattan,Midtown,40.75396,-73.96559,Entire home/apt,380,3,10,225
36300,28888147,NEW Lofty 1bedroom UpperEast Side,43825799,Manhattan,Midtown,40.758959999999995,-73.96251,Entire home/apt,235,2,37,135
36340,28913606,King Hotel Room at Wyndham Midtown 45 Resort,49128620,Manhattan,Midtown,40.75359,-73.97305,Private room,175,2,2,1
36341,28913683,LOVE Best City Views: Luxury & Location 2BD/2BT,40681070,Manhattan,Midtown,40.749520000000004,-73.97089,Entire home/apt,359,5,9,23
36365,28920156,BEAUTIFUL LUXURY 2BDR APARTMENT ON PARK AVE,217996544,Manhattan,Midtown,40.74407,-73.98385999999999,Entire home/apt,249,3,0,179
36374,28933262,Wyndham Midtown 45,198749990,Manhattan,Midtown,40.75378,-73.97156,Private room,350,2,0,0
36401,28952972,"Penthouse Suite at the Manhattan Club, NYC",91757655,Manhattan,Midtown,40.7656,-73.98,Private room,450,3,0,339
36408,28958325,Huge beedroom close to Cent. Park and Times Square,9187405,Manhattan,Midtown,40.76488,-73.9806,Private room,150,2,5,0
36419,28961085,Charming Midtown East 1-bedroom,51385941,Manhattan,Midtown,40.75417,-73.96437,Entire home/apt,250,3,21,80
36448,28978510,Quite 1 Bedroom Apartment near EBS,211549023,Manhattan,Midtown,40.74822,-73.9873,Entire home/apt,240,2,14,279
36489,29005584,Manhattan Club NY-One Bedroom Suite-Sleeps 4,82460872,Manhattan,Midtown,40.76412,-73.98017,Private room,425,4,0,0
36641,29132306,BEST LOCATION IN NEW YORK:PRIVATE MEDIUM SIZE ROOM,183748836,Manhattan,Midtown,40.75829,-73.97259,Private room,120,1,44,4
36658,29144832,Luxurious home in the sky overlooking 5th Ave.,214270886,Manhattan,Midtown,40.75138,-73.98143,Entire home/apt,300,1,10,0
36822,29259580,"Spacious duplex, fits 5, perf midtown location!",3292437,Manhattan,Midtown,40.75228,-73.9695,Entire home/apt,250,2,20,0
36841,29281300,NOMAD District Loft Tons of Light,210961816,Manhattan,Midtown,40.74584,-73.98894,Private room,125,3,13,14
36854,29295665,NYC Central Park Lux Hotel w/ Brfast & Dinner incl,3053587,Manhattan,Midtown,40.76531,-73.9789,Private room,350,3,1,169
36862,29303639,Your passport to the big apple!,101410003,Manhattan,Midtown,40.76525,-73.98058,Private room,279,5,2,26
36871,29308138,San Carlos Hotel Executive Junior Suite - up to 4,173685298,Manhattan,Midtown,40.75484,-73.97235,Private room,375,1,0,179
36903,29336271,San Carlos Hotel One Bedroom Suite - up to  5,173685298,Manhattan,Midtown,40.75613,-73.97055999999999,Private room,425,1,3,177
36958,29384404,Prime Location 34th&6th! Doorman Gym Deck 5231,16098958,Manhattan,Midtown,40.748290000000004,-73.98653,Entire home/apt,180,30,0,342
36964,29388083,Dream Apt in the heart of  NYC,221392587,Manhattan,Midtown,40.7599,-73.96685,Entire home/apt,244,4,9,56
36972,29391564,Spacious 1 BR Apartment with Times Square view,50822673,Manhattan,Midtown,40.76597,-73.98177,Entire home/apt,180,3,2,1
36977,29393117,Massive Art Loft - Best Manhattan Location Ever!,220574429,Manhattan,Midtown,40.745490000000004,-73.99065999999999,Entire home/apt,670,25,0,305
36989,29411009,"San Carlos Hotel Deluxe Rm - 2 Queen Bds, up to 4",173685298,Manhattan,Midtown,40.75674,-73.97201,Private room,329,1,1,178
37002,29416986,Room in the heart of New York City,32896046,Manhattan,Midtown,40.762890000000006,-73.98003,Private room,115,3,2,0
37006,29418601,Great New York shared room 3-6,179336958,Manhattan,Midtown,40.74757,-73.98671,Shared room,65,3,20,169
37014,29424522,1-bed/ba  PR condo Wyn.  Midtown 45 Thanksgiving,30616847,Manhattan,Midtown,40.75322,-73.97353000000001,Private room,500,3,0,365
37036,29452918,Great New York -  Private or shared room 2,179336958,Manhattan,Midtown,40.74684,-73.98698,Private room,75,4,7,357
37055,29458518,Great New York - korea townPrivate  room 1,179336958,Manhattan,Midtown,40.74626,-73.98682,Private room,75,2,14,305
37066,29464105,You can live in the center of Manhattan!,221934669,Manhattan,Midtown,40.74945,-73.98761999999999,Private room,119,1,58,0
37077,29482218,San Carlos Hotel Deluxe Room (B)- up to 3,173685298,Manhattan,Midtown,40.75524,-73.97269,Private room,299,1,8,177
37078,29482859,San Carlos Hotel Deluxe Rm 2 Queen bds (B)-up to 4,173685298,Manhattan,Midtown,40.75611,-73.97209000000001,Private room,329,1,1,178
37114,29509877,Great Location in Midtown! ESB,211549023,Manhattan,Midtown,40.74759,-73.98889,Entire home/apt,220,2,9,283
37184,29543762,"Room w/private bathroom, Central Park & Times Sq",222456125,Manhattan,Midtown,40.76474,-73.98187,Private room,160,3,5,0
37201,29559298,Manhattan Club-A Lux Suite in Heart of Manhattan,93031650,Manhattan,Midtown,40.764340000000004,-73.98199,Entire home/apt,300,4,0,0
37203,29560068,Midtwon / UES Gem With Private Terrace!,165776960,Manhattan,Midtown,40.75935,-73.96422,Entire home/apt,135,30,0,341
37237,29588371,San Carlos Hotel One Bedrm Suite/3 beds- up to 6,173685298,Manhattan,Midtown,40.75503,-73.97131,Private room,399,1,9,176
37246,29592296,Brick Studio with Great wide Street View,211549023,Manhattan,Midtown,40.74749,-73.98816,Entire home/apt,260,2,20,242
37298,29628834,Manhattan/Step to central park 5th ave/3BR sleep 9,68014876,Manhattan,Midtown,40.76279,-73.97494,Entire home/apt,399,1,36,201
37361,29655330,MANHATTAN CLUB - 1 BEDROOM SUITE,223208290,Manhattan,Midtown,40.76562,-73.98233,Private room,250,4,1,3
37380,29674137,SOUTH RIVER VIEWS/DOORMAN-E 52nd ST,2856748,Manhattan,Midtown,40.75565,-73.9634,Entire home/apt,330,30,0,365
37384,29674710,Great New York-korea town1~2,179336958,Manhattan,Midtown,40.74595,-73.98509,Private room,65,3,3,359
37399,29680716,Stunning Flatiron 1 BR near Subway access to all!,223374565,Manhattan,Midtown,40.743759999999995,-73.98355,Entire home/apt,189,4,16,323
37467,29733748,Chambers Queen - Modernist Room | Minutes from 5th,220229838,Manhattan,Midtown,40.7637,-73.97421999999999,Private room,191,2,5,217
37505,29761111,"Clean, Convenient & Comfy Apt in FLATIRON! :-)",33041007,Manhattan,Midtown,40.74559,-73.98550999999999,Private room,139,4,14,28
37509,29762648,New York Manhattan Club Metro Suite,151280982,Manhattan,Midtown,40.765229999999995,-73.98054,Private room,100,2,0,0
37532,29779937,**  2 Bedrooms in Central NYC! ***,194954408,Manhattan,Midtown,40.75175,-73.98499,Entire home/apt,295,28,4,147
37558,29799125,1 bedroom within walking distance to Times Sq,57146691,Manhattan,Midtown,40.755140000000004,-73.96746,Entire home/apt,250,3,0,0
37694,29881570,New york Cozy Studio Near multiple metro Lines,12131971,Manhattan,Midtown,40.75855,-73.96961,Entire home/apt,140,1,3,0
37695,29881620,Magical Christmas Experience in NYC,224711473,Manhattan,Midtown,40.76556,-73.97726,Private room,375,1,0,0
37700,29884003,Great Room next to Empire State Building w/ROOFTOP,11907194,Manhattan,Midtown,40.74992,-73.98772,Private room,110,2,8,0
37758,29916697,INQUIRY ONLY FOR HOTEL ROOM TO 2 BEDROOMS NEAR UN,189734742,Manhattan,Midtown,40.75284,-73.9717,Private room,314,2,0,266
37768,29922930,"New york Doorman building, 4 elevators and balcony",64802660,Manhattan,Midtown,40.76599,-73.9826,Entire home/apt,175,184,0,0
37770,29923198,New york doorman building with private balcony,64802660,Manhattan,Midtown,40.76495,-73.98313,Entire home/apt,175,153,0,295
37772,29923522,Beautiful Corner King Room in NYC,220229838,Manhattan,Midtown,40.76402,-73.97453,Private room,233,2,0,207
37773,29923537,Beautiful Deluxe King Room in NYC,220229838,Manhattan,Midtown,40.76232,-73.97511999999999,Private room,233,2,0,213
37774,29923555,Studio Suite | Luxury Suite | Near Central Park,220229838,Manhattan,Midtown,40.76344,-73.97447,Private room,590,2,0,162
37775,29923582,Elegant Duplex Suite in Manhattan -Private Terrace,220229838,Manhattan,Midtown,40.762190000000004,-73.97646,Private room,913,2,0,143
37776,29923599,Studio Double | 2 Full Size Beds,220229838,Manhattan,Midtown,40.76197,-73.97561999999999,Entire home/apt,276,2,0,173
37778,29923619,Studio King Room | Your NYC Getaway,220229838,Manhattan,Midtown,40.76194,-73.97459,Entire home/apt,276,2,0,206
37779,29923634,Studio King Room | 5th Ave | Full Sofabed,220229838,Manhattan,Midtown,40.76239,-73.97444,Entire home/apt,276,2,1,192
37780,29923654,Deluxe Suite ~ Near Central Park,220229838,Manhattan,Midtown,40.76201,-73.97635,Entire home/apt,505,2,0,152
37782,29923677,Shop 5th Ave + Explore Central Park,220229838,Manhattan,Midtown,40.76324,-73.97515,Private room,233,2,0,163
37783,29923697,Terrace Suite| Semi-Private Terrace | Full Sofabed,220229838,Manhattan,Midtown,40.76184,-73.97605,Entire home/apt,718,2,0,199
37831,29945987,Spacious Apartment near Empire State Building,225150700,Manhattan,Midtown,40.74563,-73.98342,Entire home/apt,300,1,14,5
37869,29965041,Nice room to rent at Midtown Manhattan,7898626,Manhattan,Midtown,40.75652,-73.96859,Private room,100,2,8,6
37885,29968356,Private STUDIO in Central Park | TIMES SQUARE,102287310,Manhattan,Midtown,40.76477,-73.97592,Entire home/apt,199,3,7,358
37888,29975548,NICE APARTMENT-TIME-SQUARE/CENTRAL PARK,186812508,Manhattan,Midtown,40.76651,-73.98289,Entire home/apt,201,2,33,227
37949,30008659,East  44th st and 2nd Ave- Doorman Studio Gym 5218,16098958,Manhattan,Midtown,40.75125,-73.97105,Entire home/apt,145,30,0,0
37985,30021086,"Room in a Cosy Appartment, Midtown, Grand Central",92963604,Manhattan,Midtown,40.75638,-73.9675,Private room,100,3,6,45
37998,30034070,Private Patio Studio,211549023,Manhattan,Midtown,40.74687,-73.98836,Entire home/apt,220,2,8,315
38025,30043754,Spacious bedroom in Midtown East Manhattan,2559403,Manhattan,Midtown,40.75959,-73.97084,Private room,100,3,1,0
38120,30089955,Amazing City View Ultra Luxury One Bed in Midtown,50046186,Manhattan,Midtown,40.74933,-73.98467,Entire home/apt,600,2,1,0
38164,30112272,Spacious 3 bedrooms Prime Manhattan,225108575,Manhattan,Midtown,40.75693,-73.96583000000001,Entire home/apt,206,30,3,161
38207,30133020,Beautiful 1-BedroomApt in Midtown NYC Manhattan!,1813055,Manhattan,Midtown,40.758759999999995,-73.96153000000001,Entire home/apt,162,1,0,51
38210,30133610,Cozy Mid-Town East Penthouse With Terrace,3202935,Manhattan,Midtown,40.75199,-73.9725,Entire home/apt,350,3,17,33
38261,30159356,Unbelievable view in midtown high rise,57328653,Manhattan,Midtown,40.75886,-73.96374,Private room,90,60,0,64
38284,30177307,2 Bedroom Presidential Suite in Midtown Manhattan,154340775,Manhattan,Midtown,40.75172,-73.97191,Entire home/apt,500,4,0,0
38310,30193023,*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite  #3,205031545,Manhattan,Midtown,40.752520000000004,-73.96667,Entire home/apt,714,28,1,257
38311,30193024,*NO GUEST SERVICE FEE* Beekman Tower Studio Suite  #1,205031545,Manhattan,Midtown,40.75436,-73.9671,Entire home/apt,675,28,1,253
38312,30193032,*NO GUEST SERVICE FEE* Beekman Tower Studio Suite  #6,205031545,Manhattan,Midtown,40.75363,-73.96648,Entire home/apt,675,28,2,243
38313,30193034,*NO GUEST SERVICE FEE* Beekman Tower Studio Suite  #12,205031545,Manhattan,Midtown,40.754,-73.96531,Entire home/apt,675,28,6,253
38314,30193035,*NO GUEST SERVICE FEE* Beekman Tower Studio Suite  #7,205031545,Manhattan,Midtown,40.753809999999994,-73.96724,Entire home/apt,675,28,2,224
38315,30193036,*NO GUEST SERVICE FEE* Beekman Tower Studio Suite  #11,205031545,Manhattan,Midtown,40.75404,-73.9671,Entire home/apt,675,28,0,241
38316,30193131,*NO GUEST SERVICE FEE* Beekman Tower Two Bedroom  #1,205031545,Manhattan,Midtown,40.75385,-73.96536,Entire home/apt,956,4,2,80
38317,30193136,*NO GUEST SERVICE FEE* Beekman Tower Studio Suite  #10,205031545,Manhattan,Midtown,40.752759999999995,-73.96582,Entire home/apt,675,28,1,251
38318,30193147,*NO GUEST SERVICE FEE* Beekman Tower Studio Suite  #2,205031545,Manhattan,Midtown,40.75408,-73.96568,Entire home/apt,675,28,0,254
38319,30193154,*NO GUEST SERVICE FEE* Beekman Tower Studio Suite  #9,205031545,Manhattan,Midtown,40.75439,-73.96647,Entire home/apt,675,28,4,253
38320,30193183,*NO GUEST SERVICE FEE* Beekman Tower Studio Suite  #5,205031545,Manhattan,Midtown,40.752320000000005,-73.96696,Entire home/apt,675,28,1,234
38321,30193201,*NO GUEST SERVICE FEE* Beekman Tower Studio Suite  #8,205031545,Manhattan,Midtown,40.75371,-73.96515,Entire home/apt,675,28,0,251
